idx,question,gold,level,type,v_answer,v_f1,v_em,t_answer,t_f1,t_em,alpha,beta,gamma
97,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,hard,bridge,"David Hersey received the Drama Desk Award for Outstanding Lighting Design for ""Equus.""",0.4,0.0,"David Hersey received the Drama Desk Award for Outstanding Lighting Design for ""Equus.""",0.4,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
98,What year was Playford B Power Station permanently closed in by its Australian operator?,2015,hard,bridge,Playford B Power Station was permanently closed in 2015.,0.19999999999999998,0.0,Playford B Power Station was permanently closed in 2015.,0.19999999999999998,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
99,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,hard,comparison,Nick Carter has released more solo albums than Brady Seals.,0.33333333333333337,0.0,"Nick Carter has released more solo albums than Brady Seals. Nick Carter has three solo albums, while Brady Seals has released four solo albums.",0.15384615384615385,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
100,"Which king of Northumbria did The ""Historia"" gives the abbot central place in his election as king",Guthred or Guthfrith,hard,bridge,Guthred,0.5,0.0,Guthred,0.5,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
101,"Wapping has the oldest riverside tavern, dating back from when?",from around 1520,hard,bridge,"Wapping has the oldest riverside tavern, the Prospect of Whitby, dating from around 1520.",0.4,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
102,"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,hard,comparison,The Nusretiye Mosque is unique for retaining a Baroque style of architecture.,0.33333333333333337,0.0,The Nusretiye Mosque is unique for retaining a Baroque style of architecture.,0.33333333333333337,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
103,What college did the person who defeated Fedor Emelianenko play football at?,Purdue University,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
104,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,hard,comparison,The information is not available.,0.0,0.0,Yes.,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
105,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,hard,bridge,"A Pair of Brown Eyes is based on the song ""Wild Mountain Thyme,"" which was written by Francis McPeake.",0.21052631578947367,0.0,"A Pair of Brown Eyes is based on the song ""Wild Mountain Thyme"" by Francis McPeake.",0.25,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
106,The player who laid motionless for ten minutes in the Todd Bertuzzi–Steve Moore incident was born in which year ?,1978,hard,bridge,"Steve Moore, who laid motionless for ten minutes in the incident, was born in 1978.",0.13333333333333333,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
107,The Lady Craved Excitement was a film that featured the British character actor originally of what nationality?,South African-born,hard,bridge,"The Lady Craved Excitement featured the British character actor Evan Thomas, who was originally of Canadian nationality.",0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
108,When was the advisor of Alpher–Bethe–Gamow paper died?,"August 19, 1968",hard,bridge,"George Gamow died on August 19, 1968.",0.6,0.0,"George Gamow died on August 19, 1968.",0.6,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
109," What type of television show did Dylan Everett star in, in 2015?",American-Canadian mystery-drama,hard,bridge,Dylan Everett starred in a mystery-drama television series in 2015.,0.1818181818181818,0.0,Dylan Everett starred in a mystery-drama television series in 2015.,0.1818181818181818,0.0,0.6,0.2,0.2
110,What was the breakthrough role for the English Actor starring in Feed the Beast,Jude,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
111,Where is the casino that Summer Nights takes place in?,"Las Vegas Strip in Paradise, Nevada",hard,bridge,The casino that Summer Nights takes place in is the Flamingo Las Vegas.,0.3529411764705882,0.0,The casino that Summer Nights takes place in is the Flamingo Las Vegas.,0.3529411764705882,0.0,0.6,0.2,0.2
112,"Between Greyia and Calibanus, which genus contains more species?",Greyia,hard,comparison,"Calibanus contains more species, with two species compared to Greyia's three species.",0.0,0.0,Calibanus contains more species.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
113,The director of a film about Wong Fei-hung also made what film? ,"""The 36th Chamber of Shaolin""",hard,bridge,"The director of a film about Wong Fei-hung, Tsui Hark, also produced the ""Once Upon a Time in China"" film series.",0.09523809523809523,0.0,"The director of a film about Wong Fei-hung, Tsui Hark, also made the ""Once Upon a Time in China"" film series.",0.09523809523809523,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
114," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,hard,comparison,"Disney produced Ride a Wild Pony first, as it was released in 1975, while The Many Adventures of Winnie the Pooh was released in 1977.",0.24000000000000002,0.0,"Disney produced The Many Adventures of Winnie the Pooh first, as it was released in 1977, while Ride a Wild Pony was released in 1975.",0.24000000000000002,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
115,Jihad: A Story of the Others is a documentary by the director who is of what descent?,Punjabi/Pashtun,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
116,What Disney movie was the wrestler with the real name of John William Minton in?,Double Agent,hard,bridge,"The wrestler with the real name of John William Minton, known as Big John Studd, appeared in the Disney movie ""Double Agent.""",0.1904761904761905,0.0,"The Disney movie that the wrestler with the real name of John William Minton, known as Big John Studd, was in is ""Double Agent.""",0.17391304347826084,0.0,0.6,0.2,0.2
117,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
118,The former Associate Director of the Northeast Intelligence Network has wrote for a publication which typically falls where on the political spectrum?,conservative,hard,bridge,"The former Associate Director of the Northeast Intelligence Network, Laura Mansfield, has written for WorldNetDaily, which is considered to be a far right fringe website.",0.0,0.0,The publication typically falls on the far right of the political spectrum.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
119,Black Book starred the actress and writer of what heritage?,Dutch,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
120,Bytham Castle is a castle in the civil parish of how many houses?,300,hard,bridge,"Bytham Castle is in the civil parish of Castle Bytham, which has around 300 houses.",0.13333333333333333,0.0,"Bytham Castle is in the civil parish of Castle Bytham, which has around 300 houses.",0.13333333333333333,0.0,0.6,0.2,0.2
121,"What is the founding year of this public research university in the Netherlands, where Jan Borgman was a professor from 1968 to 1988?",1614,hard,bridge,The founding year of the University of Groningen is 1614.,0.2222222222222222,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
122,Cooperative Living Organization is located in a city that is the county seat of what county in Florida?,Alachua,hard,bridge,Alachua County.,0.6666666666666666,0.0,"Gainesville, Florida is the county seat of Alachua County.",0.2222222222222222,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
123,The Dogwoman telemovies were created by an actress born in what year?,1961,hard,bridge,"The Dogwoman telemovies were created by Magda Szubanski, who was born in 1961.",0.15384615384615385,0.0,The Dogwoman telemovies were created by an actress born in 1961.,0.19999999999999998,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
124,"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,hard,bridge,"The Cantonese slang term that can mean both ""ghost man"" and refer to Westerners is ""Gweilo"" (鬼佬).",0.11764705882352941,0.0,"The Cantonese slang term that can mean both ""ghost man"" and refer to Westerners is ""gweilo.""",0.125,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
125,What school was the actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov attending when she was signed on for a talent holding deal?,Juilliard School,hard,bridge,The actress was attending the Juilliard School when she was signed on for a talent holding deal.,0.25,0.0,Jessica Chastain was attending the Juilliard School when she was signed on for a talent holding deal.,0.23529411764705882,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
126,"How many total staff (including part-time, flexible, and fixed contract staff) does the broadcaster, who released HyperNormalisation, employ?","35,402",hard,bridge,"The BBC employs a total of 35,402 staff when including part-time, flexible, and fixed contract staff.",0.13333333333333333,0.0,"The BBC employs a total of 35,402 staff, including part-time, flexible, and fixed contract staff.",0.14285714285714288,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
127,What do both Spider-Man and Spider-Man in film have in comman,comic,hard,bridge,"Both Spider-Man and Spider-Man in film share the commonality of being the alter-ego of Peter Parker, who gains superhuman abilities after being bitten by a radioactive or genetically-altered spider.",0.0,0.0,"Both Spider-Man and Spider-Man in film share the same fictional character, Peter Parker, who is a superhero with superhuman abilities.",0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
128,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919,hard,bridge,Watford Football Club was formed in 1881.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
129,"Who appeared in the Olympics first, Piet Norval or Emilio Sánchez?",Sanchez,hard,comparison,"Emilio Sánchez appeared in the Olympics first, as he won the silver medal at the 1988 Olympic Games, while Piet Norval competed in the 1992 Olympics.",0.0,0.0,"Emilio Sánchez appeared in the Olympics first, as he won the silver medal at the 1988 Olympic Games, while Piet Norval competed in the Olympics in 1992.",0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
130,What division are the 2013 Valdosta State Blazers football team and the Gulf South Conference a part of? ,NCAA Division II,hard,bridge,They are part of NCAA Division II.,0.6,0.0,NCAA Division II.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
131,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,hard,bridge,"U2 released the song ""With or Without You"" first.",0.2222222222222222,0.0,"U2 released the song ""With or Without You"" first.",0.2222222222222222,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
132,What is the ratio of flow velocity past a boundary to the local speed of sound for a Saab JAS 39 Gripen?,2,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
133,"Which building is used for more different uses, MiMA or 270 Park Avenue?",MiMA,hard,comparison,"MiMA is used for more different uses, as it includes luxury rentals, condominiums, and a hotel, while 270 Park Avenue is primarily an office building.",0.08333333333333333,0.0,"MiMA is used for more different uses, as it includes luxury rentals, condominiums, and a hotel, while 270 Park Avenue is primarily an office building.",0.08333333333333333,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
134,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,hard,bridge,"The ethnic group, Norwegians, speaks the Norwegian language.",0.5,0.0,Norwegian.,0.6666666666666666,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
135,In what city is the company that Fastjet Tanzania was originally founded as a part of prior to rebranding based?,"Nairobi, Kenya",hard,bridge,"The company that Fastjet Tanzania was originally founded as a part of, Fly540, is based in Nairobi, Kenya.",0.2222222222222222,0.0,"Nairobi, Kenya.",1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
136,What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,Revengers Tragedy,hard,bridge,Revengers Tragedy,1.0,1.0,Revengers Tragedy,1.0,1.0,0.6,0.2,0.2
137,The Nike Mercurial Vapor is endorsed by a Stoke City football player who also plays for what national team?,the Switzerland national team,hard,bridge,The information is not available.,0.0,0.0,"Xherdan Shaqiri, who is endorsed by the Nike Mercurial Vapor, plays for the Switzerland national team.",0.35294117647058826,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
138,"Which film director is younger, Robert Z. Leonard or Sinclair Hill?",Sinclair Hill,hard,comparison,Robert Z. Leonard is younger.,0.0,0.0,Robert Z. Leonard is younger.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
139,David Lightfoot worked on what film loosely based on the murders of tourists by Ivan Milat in the 1990's?,Wolf Creek,hard,bridge,"David Lightfoot worked on the film ""Wolf Creek,"" which is loosely based on the murders of tourists by Ivan Milat in the 1990s.",0.18181818181818182,0.0,"David Lightfoot worked on the film ""Wolf Creek,"" which is loosely based on the murders of tourists by Ivan Milat in the 1990s.",0.18181818181818182,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
140,What city does the company that owns Bumble and bumble have its headquarters in?,New York City,hard,bridge,"The company that owns Bumble and bumble, Estée Lauder Companies, has its headquarters in Midtown Manhattan, New York City.",0.2857142857142857,0.0,New York City.,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
141,"The town of Sinclair, West Virginia, is named after the founder of the local oil drilling company. What is on Sinclair Oil's famous logo?",dinosaur,hard,bridge,The logo features the silhouette of a large green dinosaur.,0.25,0.0,The logo features the silhouette of a large green dinosaur.,0.25,0.0,0.6,0.2,0.2
142, What is the title of the memoir written by the honoree of the Black and White Ball?,Personal History,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
143,What other film did the star of 127 Hours act in?,Pineapple Express,hard,bridge,"James Franco acted in ""Milk"" (2008).",0.0,0.0,"James Franco acted in ""Milk"" (2008).",0.0,0.0,0.6,0.2,0.2
144,What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,Denmark–Norway–Sweden,hard,bridge,"The three countries that are part of the legal name of the airline that merged with Braathens in 2004 are Norway, Sweden, and Denmark, as they are all part of Scandinavian Airlines System (SAS).",0.0,0.0,"The three countries that are part of the legal name of the airline that merged with Braathens in 2004 are Norway, Sweden, and Denmark, as they are associated with Scandinavian Airlines.",0.0,0.0,0.6,0.2,0.2
145,The Environment Act 1995 passed under the tutelage of a politician associated with what political party?,British Conservative Party,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
146,"Which tennis player is older, Emilio Sánchez or Andrei Olhovskiy?",Emilio Ángel Sánchez Vicario,hard,comparison,Emilio Sánchez is older than Andrei Olhovskiy.,0.36363636363636365,0.0,Emilio Sánchez is older than Andrei Olhovskiy.,0.36363636363636365,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
147,"What Actor whose birth name was Charles Dennis Buchinsky, was part of the Leslie Nielsen comedy?",Charles Bronson,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
148,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,hard,bridge,The capital of Logar Province is Pul-i-Alam.,0.0,0.0,The capital of Logar Province is Baraki Barak.,0.0,0.0,0.6,0.2,0.2
149,Lake Wales Ridge National Wildlife Refuge is on the US route that runs between a city in what Florida county?,Polk,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
150,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,hard,bridge,Jane Mayer is writing a book about the Koch family.,0.4,0.0,Jane Mayer is writing a book about the Koch family.,0.4,0.0,0.6,0.2,0.2
151,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
152,Were Ulrich Walter and Léopold Eyharts both from Germany?,no,hard,comparison,"No, Léopold Eyharts is from France.",0.2857142857142857,0.0,"No, Léopold Eyharts is from France.",0.2857142857142857,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
153,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,Sam Phillips,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
154,"Which movie directed by James Gunn portrayed the fictional character, Ego the Living Planet?",Guardians of the Galaxy Vol. 2,hard,bridge,"""Guardians of the Galaxy Vol. 2""",1.0,1.0,Guardians of the Galaxy Vol. 2,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
155, Lou Cutell appeared on the third episode of the ninth season of an CBS sitcom that was what number episode overall?,187th,hard,bridge,"The third episode of the ninth season of ""How I Met Your Mother"" is the 187th episode overall.",0.125,0.0,187th episode overall.,0.5,0.0,0.6,0.2,0.2
156,Who wrote the lyrics for Linda Eder's Broadway debut?,"Wildhorn, Bricusse and Cuden",hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
157,"What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of ""Once upon a Time""?",Sean Maguire,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
158,What 1876 battle featured the Other Magpie?,Battle of the Rosebud,hard,bridge,The Battle of the Rosebud.,1.0,1.0,The Battle of the Rosebud.,1.0,1.0,0.6,0.2,0.2
159,Were both Pam Shriver and Amélie Mauresmo alive in the 1960s?,no,hard,comparison,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
160,"Which player, who also played for the New Jersey Nets and the Golden State Warriors, finished third in the league with 231 three-point field goals during the 1995-96 Atlanta Hawks season?",Mookie Blaylock,hard,bridge,Mookie Blaylock finished third in the league with 231 three-point field goals during the 1995-96 Atlanta Hawks season.,0.2222222222222222,0.0,Mookie Blaylock,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
161,What sports team included both of the brothers Case McCoy and Colt McCoy during different years?,University of Texas Longhorns,hard,bridge,The University of Texas Longhorns football team.,0.8,0.0,The University of Texas Longhorns football team.,0.8,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
162,At what age did Cieli di Toscana's singer become blind?,Bocelli became completely blind at the age of 12,hard,bridge,Andrea Bocelli became blind at the age of 12.,0.875,0.0,Andrea Bocelli became completely blind at the age of 12.,0.9411764705882353,0.0,0.6,0.2,0.2
163,Who created and mostly wrote the show that Idris Akuna Elba played Stringer Bell in?,David Simon,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
164,Minor league baseball games that were played between the rivalling teams of the Sooners and the Cowboys were played at the stadium formerly known as what?,Drillers Stadium,hard,bridge,Drillers Stadium.,1.0,1.0,Drillers Stadium.,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
165,What type of radio stations played songs by the group who released the album Holiday Harmony?,pop/soft rock stations,hard,bridge,"Songs by America, the group who released the album Holiday Harmony, were played on pop/soft rock stations.",0.33333333333333337,0.0,"Songs by America, the group that released the album Holiday Harmony, were played on pop/soft rock stations and Adult Contemporary format stations.",0.2608695652173913,0.0,0.6,0.2,0.2
166,Tysons Galleria is located in what county?,Fairfax County,hard,bridge,"Tysons Galleria is located in Fairfax County, Virginia.",0.4,0.0,"Tysons Galleria is located in Fairfax County, Virginia.",0.4,0.0,0.6,0.2,0.2
167,Bridgewater Triangle is an area where the phenomenon associated with what type of tradition has been seen?,Native American,hard,bridge,The Bridgewater Triangle is associated with paranormal phenomena.,0.0,0.0,The Bridgewater Triangle is an area where phenomena associated with paranormal traditions have been seen.,0.0,0.0,0.6,0.2,0.2
168,What country is the theme park served by the Huis Ten Bosch train service themed on?,Netherlands,hard,bridge,The theme park served by the Huis Ten Bosch train service is themed on the Netherlands.,0.14285714285714288,0.0,The theme park is themed on the Netherlands.,0.2857142857142857,0.0,0.6,0.2,0.2
169,At what height does State Route 160 start?,4145 ft,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
170,Which film was not a 3D computer-animation Cars 3 or Smith!?,Smith!,hard,comparison,"The 2009 film ""Cars 3"" is not a 3D computer-animated film.",0.0,0.0,Smith!,1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
171,Wiener Werkstätte Style was part of the movement that took place during what eras?,late 19th and early 20th centuries,hard,bridge,The Wiener Werkstätte Style was part of the movement that took place during the late 19th and early 20th centuries.,0.5217391304347826,0.0,"The Wiener Werkstätte Style was part of the movement that took place during the late 19th and early 20th centuries, specifically associated with the Modernist movement.",0.42857142857142855,0.0,0.6,0.2,0.2
172,Are Kenji Mizoguchi and David Wall from the same country?,no,hard,comparison,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
173,"What party was Johan Henrik Deuntzer a part of before the party that translates to the ""Radical Left?""","Liberal ""Venstre"" party",hard,bridge,"Johan Henrik Deuntzer was a part of the Liberal ""Venstre"" party before joining the Danish Social Liberal Party, which translates to the ""Radical Left.""",0.2608695652173913,0.0,"Johan Henrik Deuntzer was a part of the Liberal ""Venstre"" party before joining the Danish Social Liberal Party, which translates to the ""Radical Left.""",0.2608695652173913,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
174,What collegiate division does the team coached by P.W. Underwood play in?,Division I,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.6,0.2,0.2
175,Which actor does American Beauty and American Beauty have in common?,Kevin Spacey,hard,bridge,Kevin Spacey,1.0,1.0,Kevin Spacey,1.0,1.0,0.169811320754717,0.18867924528301888,0.641509433962264
176,What class of instrument does Apatim Majumdar play?,strings,hard,bridge,"Apratim Majumdar plays a stringed instrument, specifically the sarod.",0.0,0.0,"Apratim Majumdar plays the Sarod, which is a stringed instrument.",0.0,0.0,0.6,0.2,0.2
177,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,hard,bridge,"The fictional head of a British Secret Service division is Q, and the one-time missionary who inspired this character is Charles Fraser-Smith.",0.1,0.0,"The fictional head of a British Secret Service division is Q, and the one-time missionary who inspired this character is Charles Fraser-Smith.",0.1,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
178,"Spawn, a fictional character who Mustafa Shakir has expressed interest in playing, was created by?",Todd McFarlane,hard,bridge,Todd McFarlane.,1.0,1.0,Todd McFarlane.,1.0,1.0,0.6,0.2,0.2
179,"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,hard,bridge,The information is not available.,0.0,0.0,Tropicana Hotel.,0.4,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
180,Curt Menefee is the host of the Fox network's NFL show with co-host Michael Anthony Strahan who spent his entire 15-year career with what team?,New York Giants,hard,bridge,Michael Anthony Strahan spent his entire 15-year career with the New York Giants.,0.4,0.0,Michael Anthony Strahan spent his entire 15-year career with the New York Giants.,0.4,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
181,Finity's End was written by which American writer?,Carolyn Janice Cherry,hard,bridge,Finity's End was written by C. J. Cherryh.,0.0,0.0,C. J. Cherryh,0.0,0.0,0.6,0.2,0.2
182,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",hard,bridge,Bing Crosby,0.5714285714285715,0.0,Bing Crosby,0.5714285714285715,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
183,"Which has more species, Lysiloma or Hydrocotyle umbellata?",Lysiloma,hard,comparison,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
184,What kind of beverage does Planter's Punch and Black Velvet have in common?,cocktail,hard,comparison,Both Planter's Punch and Black Velvet contain alcohol.,0.0,0.0,"The common beverage in Planter's Punch and Black Velvet is alcohol, as both cocktails contain alcoholic ingredients (dark rum in Planter's Punch and stout/Champagne in Black Velvet).",0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
185,Who was the great grandfather of Franklin Seaver Pratt's wife?,Kalokuokamaile,hard,bridge,"The great grandfather of Franklin Seaver Pratt's wife, Elizabeth Kekaʻaniau Laʻanui Pratt, was Kalokuokamaile, the older brother of Kamehameha I.",0.10526315789473684,0.0,"The great grandfather of Franklin Seaver Pratt's wife, Elizabeth Kekaʻaniau Laʻanui, was Kamehameha I.",0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
186,Which of the cities of Dujiangyan City and Ezhou has the larger population according to their latest census ?,Ezhou,hard,comparison,"Ezhou has the larger population according to the latest census, with 1,048,668 inhabitants compared to Dujiangyan's population of 600,000 in 2003.",0.1,0.0,"Ezhou has the larger population according to the latest census, with 1,048,668 inhabitants compared to Dujiangyan City's population of 600,000 in 2003.",0.09523809523809523,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
187,What electronic attack squadron is permanently stationed on two pieces of land near Oak Harbor?,Black Ravens,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
188,...Ready for It? is a Taylor Swift song from the album scheduled to be released on what date?,"November 10, 2017",hard,bridge,"November 10, 2017.",1.0,1.0,"November 10, 2017.",1.0,1.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
189,Do both Korematsu v. United States and Chaplinsky v. New Hampshire cases regard the rights of U. S. citizens?,yes,hard,comparison,"Yes, both cases regard the rights of U.S. citizens.",0.2222222222222222,0.0,The information is not available.,0.0,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
190,"Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
191,In what year did Australian-born comedian Peter Helliar write I Love you Too?,2010,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
192,Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,Kait Parker,hard,bridge,Kait Parker fills in occasionally for the meteorologist who replaced Ginger Zee.,0.3076923076923077,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
193,What team did Travis Cortez Mays play on which currently compete in the Big 12 Conference.?,Texas Longhorns men's basketball team,hard,bridge,The information is not available.,0.0,0.0,"Travis Cortez Mays played for the Texas Longhorns, which currently compete in the Big 12 Conference.",0.21052631578947364,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
194,John Paesano wrote which film for DreamWorks Dragons?,Dragons: Riders of Berk,hard,bridge,The information is not available.,0.0,0.0,The information is not available.,0.0,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
195,What city is between Normanby le Wold and the A46 Junction between Lincoln and Grimsby?,Caistor is a town,hard,bridge,The city between Normanby le Wold and the A46 Junction between Lincoln and Grimsby is Caistor.,0.23529411764705882,0.0,The information is not available.,0.28571428571428575,0.0,0.169811320754717,0.18867924528301888,0.641509433962264
196,who was the anthropologist who thought that the plaster casts that were discovered by Paul Freeman were a critical piece of evidence?,"Don Jeffrey ""Jeff"" Meldrum (born May 24, 1958) is a Professor of Anatomy and Anthropology",hard,bridge,Jeff Meldrum.,0.25,0.0,Jeff Meldrum,0.25,0.0,0.6,0.2,0.2
197,Who costarred in 1935 American drama film Les Misérables with the husband of Elsa Lanchester?,Fredric March,hard,bridge,"Fredric March costarred in the 1935 American drama film Les Misérables with Charles Laughton, the husband of Elsa Lanchester.",0.21052631578947367,0.0,"Fredric March costarred in the 1935 American drama film Les Misérables with Charles Laughton, the husband of Elsa Lanchester.",0.21052631578947367,0.0,0.18446601941747573,0.1941747572815534,0.6213592233009708
